run_id,scenario,seed,duration_h,target,final_sev,ramp_min,onset_min,antecedent_dry_days,antecedent_precip_index,ramp_type,label_scheme,k_loss_max,obs_tau_depth,obs_tau_flow,n_rows,n_blk_cause,n_blk_obs_or,n_blk_obs_and,n_blk_obs_depth,n_rain_obs_and,n_normal_obs_and,sensor_conduits,realism,parquet
s1_r000,S1,1177726415,168,G71F090_G71F265_l1,0.0,0,0,13,12.329581029599462,instant,obs_and,1.0,0.01,0.0009636028418948819,10079,0,0,0,0,0,10079,G71F070_G71F06R_l1;G71F090_G71F265_l1;G71F265_G71F070_l2,"{""depth__node_G71F090"": {""snr_db"": 38.47096037494542, ""drift_frac"": 0.030823952573998656, ""resolution"": 0.0010016792519200314, ""dropout_frac"": 0.009127889671594403}, ""flow__G71F265_G71F070_l2"": {""snr_db"": 25.3143984669326, ""drift_frac"": 0.009495713613526947, ""resolution"": 7.99025724937917e-05, ""dropout_frac"": 0.007341998214108542}, ""vel__G71F265_G71F070_l2"": {""snr_db"": 32.259533344753756, ""drift_frac"": 0.01901626010271902, ""resolution"": 7.95781034392313e-05, ""dropout_frac"": 0.007738862982438734}, ""ushear__G71F265_G71F070_l2"": {""snr_db"": 33.873376201431036, ""drift_frac"": 0.036307557928601304, ""resolution"": 5.4221430468285674e-06, ""dropout_frac"": 0.007341998214108542}}",runs\s1_r000.parquet
s1_r001,S1,1939546695,168,G71F030_G71F020_l1,0.0,0,0,9,6.52448107770722,instant,obs_and,1.0,0.01,0.00040571768941681416,10079,0,0,0,0,0,10079,G71F010_G70F070_l1;G71F020_G71F010_l1;G71F030_G71F020_l1;G71F040_G71F030_l1;G71F060_G71F040_l1,"{""depth__node_G71F030"": {""snr_db"": 32.063296105802436, ""drift_frac"": 0.016311202694268053, ""resolution"": 0.0007245986587766329, ""dropout_frac"": 0.004960809604127394}, ""flow__G71F020_G71F010_l1"": {""snr_db"": 33.371061573043335, ""drift_frac"": 0.007911954236456504, ""resolution"": 0.00010381869268591006, ""dropout_frac"": 0.00515924198829249}, ""vel__G71F020_G71F010_l1"": {""snr_db"": 33.55912961261398, ""drift_frac"": 0.016123931307751357, ""resolution"": 8.066870377978729e-06, ""dropout_frac"": 0.008929457287429308}, ""ushear__G71F020_G71F010_l1"": {""snr_db"": 36.684490861215586, ""drift_frac"": 0.04806609115501956, ""resolution"": 5.434654553396059e-07, ""dropout_frac"": 0.005754539140787777}}",runs\s1_r001.parquet
s1_r002,S1,1059401220,168,G71F160_G71F140_l1,0.0,0,0,14,18.646414126257817,instant,obs_and,1.0,0.01,0.00022298494872676996,10079,0,0,0,0,0,10079,G71F141_G71F140_l1;G71F142_G71F141_l1;G71F160_G71F140_l1;G71F171_G71F170_l1;G71F140_G71F130_l1,"{""depth__node_G71F160"": {""snr_db"": 39.41884576498052, ""drift_frac"": 0.046616035315644545, ""resolution"": 0.0010179999647892835, ""dropout_frac"": 0.006746701061613255}, ""flow__G71F140_G71F130_l1"": {""snr_db"": 37.93710535373049, ""drift_frac"": 0.03941241946707538, ""resolution"": 7.621398506722569e-05, ""dropout_frac"": 0.007738862982438734}, ""vel__G71F140_G71F130_l1"": {""snr_db"": 29.25865442003351, ""drift_frac"": 0.03218572972237776, ""resolution"": 6.5345880510533004e-06, ""dropout_frac"": 0.007044349637860899}, ""ushear__G71F140_G71F130_l1"": {""snr_db"": 23.02708916283702, ""drift_frac"": 0.03862734601457929, ""resolution"": 4.0766634100336543e-07, ""dropout_frac"": 0.006151403909117968}}",runs\s1_r002.parquet
s1_r003,S1,145337961,168,G64F030_G64F020_l1,0.0,0,0,7,6.661909475149312,instant,obs_and,1.0,0.01,0.002910302701842437,10079,0,0,0,0,0,10079,G64F010_G63F090_l1;G64F020_G64F010_l1;G64F030_G64F020_l1;G64F040_G64F030_l1;G64F060_G64F040_l1,"{""depth__node_G64F030"": {""snr_db"": 28.98003318447401, ""drift_frac"": 0.01665477368787328, ""resolution"": 0.0009582639037952874, ""dropout_frac"": 0.00833416013493402}, ""flow__G64F020_G64F010_l1"": {""snr_db"": 20.015742570856826, ""drift_frac"": 0.04448854485669057, ""resolution"": 0.00012826956504442892, ""dropout_frac"": 0.005556106756622681}, ""vel__G64F020_G64F010_l1"": {""snr_db"": 24.269911224160296, ""drift_frac"": 0.009957295391130688, ""resolution"": 8.081440326851132e-06, ""dropout_frac"": 0.007143565829943447}, ""ushear__G64F020_G64F010_l1"": {""snr_db"": 27.23450435094756, ""drift_frac"": 0.02805699010290756, ""resolution"": 5.156546244284816e-07, ""dropout_frac"": 0.009921619208254788}}",runs\s1_r003.parquet
s1_r004,S1,1229477700,168,G65F080_G65F070_l1,0.0,0,0,4,4.791814219270785,instant,obs_and,1.0,0.01588523342822474,0.001353244975527666,10079,0,0,0,0,0,10079,G65F060_G65F040_l1;G65F070_G65F060_l1;G65F080_G65F070_l1;G65F090_G65F080_l1;G65F110_G65F090_l1,"{""depth__node_G65F080"": {""snr_db"": 24.989357852628117, ""drift_frac"": 0.011979535548176962, ""resolution"": 0.001141854294367308, ""dropout_frac"": 0.006647484869530707}, ""flow__G65F070_G65F060_l1"": {""snr_db"": 25.013216357027545, ""drift_frac"": 0.03381393704245031, ""resolution"": 0.000113354771486438, ""dropout_frac"": 0.007540430598273638}, ""vel__G65F070_G65F060_l1"": {""snr_db"": 35.05890588046337, ""drift_frac"": 0.016949623191536405, ""resolution"": 6.3821024979282095e-06, ""dropout_frac"": 0.004861593412044846}, ""ushear__G65F070_G65F060_l1"": {""snr_db"": 21.935783826684585, ""drift_frac"": 0.04837609746051622, ""resolution"": 4.169145494132315e-07, ""dropout_frac"": 0.009921619208254788}}",runs\s1_r004.parquet
s1_r005,S1,1444678422,168,G73F050_G73K040_l1,0.0,0,0,14,9.927388701928377,instant,obs_and,1.0,0.01,0.00018099297843320977,10079,0,0,0,0,0,10079,G73F040_G73F030_l1;G73F041_G73K040_l1;G73F050_G73K040_l1;G73F060_G73F050_l1;G73F070_G73F060_l1;G73F300_G73F050_l1;G73F301_G73F300_l1;G73F310_G73F300_l1;G73K040_G73F040_l1;G73K041_G73F040_l1,"{""depth__node_G73F050"": {""snr_db"": 39.95491395208839, ""drift_frac"": 0.024818471754820944, ""resolution"": 0.0002867245004573976, ""dropout_frac"": 0.00515924198829249}, ""flow__G73K040_G73F040_l1"": {""snr_db"": 31.673754405883294, ""drift_frac"": 0.04113132180663943, ""resolution"": 3.6944242553422995e-05, ""dropout_frac"": 0.0072427820220259944}, ""vel__G73K040_G73F040_l1"": {""snr_db"": 37.17963308119216, ""drift_frac"": 0.03186584513500059, ""resolution"": 2.5393357447840355e-05, ""dropout_frac"": 0.0072427820220259944}, ""ushear__G73K040_G73F040_l1"": {""snr_db"": 20.713606296979684, ""drift_frac"": 0.012966691752492966, ""resolution"": 1.8377946392779066e-06, ""dropout_frac"": 0.006945133445778351}}",runs\s1_r005.parquet
s1_r006,S1,169129130,168,G71F070_G71F06R_l1,0.0,0,0,3,16.764879745741897,instant,obs_and,1.0,0.012973321246112036,0.0007912896346194123,10079,0,0,0,0,0,10079,G71F060_G71F040_l1;G71F06R_G71F060_l1;G71F070_G71F06R_l1;G71F265_G71F070_l2;G71F280_G71F06R_l1;G71F290_G71F280_l1,"{""depth__node_G71F070"": {""snr_db"": 23.44258842827021, ""drift_frac"": 0.04191219936435475, ""resolution"": 0.0007671620816275788, ""dropout_frac"": 0.006945133445778351}, ""flow__G71F06R_G71F060_l1"": {""snr_db"": 27.280798120138968, ""drift_frac"": 0.046825297518414535, ""resolution"": 8.212503255541289e-05, ""dropout_frac"": 0.006250620101200516}, ""vel__G71F06R_G71F060_l1"": {""snr_db"": 33.8377100540697, ""drift_frac"": 0.018990307002490978, ""resolution"": 2.622592172725786e-05, ""dropout_frac"": 0.006845917253695803}, ""ushear__G71F06R_G71F060_l1"": {""snr_db"": 36.04609306756001, ""drift_frac"": 0.003961831517034592, ""resolution"": 2.6290590062797344e-06, ""dropout_frac"": 0.006250620101200516}}",runs\s1_r006.parquet
s1_r007,S1,1014782029,168,G63F060_G63F040_l1,0.0,0,0,7,7.205093595092887,instant,obs_and,1.0,0.01,0.0006040981775685902,10079,0,0,0,0,0,10079,G63F030_G63F020_l1;G63F040_G63F030_l1;G63F060_G63F040_l1;G63F070_G63F060_l1;G63F080_G63F070_l1,"{""depth__node_G63F060"": {""snr_db"": 28.673021600141617, ""drift_frac"": 0.018012733987732215, ""resolution"": 0.0008521008110352497, ""dropout_frac"": 0.006151403909117968}, ""flow__G63F040_G63F030_l1"": {""snr_db"": 34.3875760383025, ""drift_frac"": 0.010437308292850112, ""resolution"": 0.0001357387771771323, ""dropout_frac"": 0.006250620101200516}, ""vel__G63F040_G63F030_l1"": {""snr_db"": 30.42182094269569, ""drift_frac"": 0.002783647760917585, ""resolution"": 7.406629456755779e-06, ""dropout_frac"": 0.005853755332870325}, ""ushear__G63F040_G63F030_l1"": {""snr_db"": 38.77985965760517, ""drift_frac"": 0.030488293819103257, ""resolution"": 4.707847963293175e-07, ""dropout_frac"": 0.006845917253695803}}",runs\s1_r007.parquet
s1_r008,S1,760611156,168,G60F020_G60F010_l1,0.0,0,0,6,7.6865137109551736,instant,obs_and,1.0,0.010149079758350879,0.00045134494003641075,10079,0,0,0,0,0,10079,F74F445_F74F440_l1;G60F010_F74F445_l1;G60F020_G60F010_l1;G60F030_G60F020_l1;G60F040_G60F030_l1,"{""depth__node_G60F020"": {""snr_db"": 27.88180574253165, ""drift_frac"": 0.019216284277387936, ""resolution"": 0.0010005227897801766, ""dropout_frac"": 0.006845917253695803}, ""flow__G60F010_F74F445_l1"": {""snr_db"": 39.29088667130256, ""drift_frac"": 0.04047299371238942, ""resolution"": 0.00017269284717229345, ""dropout_frac"": 0.0072427820220259944}, ""vel__G60F010_F74F445_l1"": {""snr_db"": 29.423105948040746, ""drift_frac"": 0.02124025297473305, ""resolution"": 3.259621042371502e-05, ""dropout_frac"": 0.008532592519099116}, ""ushear__G60F010_F74F445_l1"": {""snr_db"": 29.374013872108733, ""drift_frac"": 0.03725211282280638, ""resolution"": 2.1646678460008367e-06, ""dropout_frac"": 0.006945133445778351}}",runs\s1_r008.parquet
s1_r009,S1,1454765073,168,G63F030_G63F020_l1,0.0,0,0,6,12.015268668491796,instant,obs_and,1.0,0.01,0.0010728789324146802,10079,0,0,0,0,0,10079,G63F010_G60F210_l1;G63F020_G63F010_l1;G63F030_G63F020_l1;G63F040_G63F030_l1;G63F060_G63F040_l1;G63S021_G63F020_l1;G63S022_G63S021_l1,"{""depth__node_G63F030"": {""snr_db"": 28.377325695768278, ""drift_frac"": 0.03003817167122949, ""resolution"": 0.0010256660156146733, ""dropout_frac"": 0.005456890564540133}, ""flow__G63F020_G63F010_l1"": {""snr_db"": 29.28072474787764, ""drift_frac"": 0.03568912830993925, ""resolution"": 0.00013558589801201064, ""dropout_frac"": 0.006845917253695803}, ""vel__G63F020_G63F010_l1"": {""snr_db"": 38.91249219471591, ""drift_frac"": 0.019736881459652633, ""resolution"": 6.967492624878753e-06, ""dropout_frac"": 0.00744121440619109}, ""ushear__G63F020_G63F010_l1"": {""snr_db"": 29.201567395023048, ""drift_frac"": 0.02946811515509022, ""resolution"": 4.5204349905566955e-07, ""dropout_frac"": 0.007143565829943447}}",runs\s1_r009.parquet
s1_r010,S1,1497409807,168,G73F020_G73F010_l1,0.0,0,0,7,15.674278782936339,instant,obs_and,1.0,0.01,0.00011129677273331897,10079,0,0,0,0,0,10079,G73F000_G72F120_l1;G73F001_G73F000_l1;G73F007_G73F000_l1;G73F010_G73F000_l1;G73F020_G73F010_l1;G73F030_G73F020_l1;G73F040_G73F030_l1,"{""depth__node_G73F020"": {""snr_db"": 29.236128652756395, ""drift_frac"": 0.03918569695734085, ""resolution"": 0.0004535336948892194, ""dropout_frac"": 0.005655322948705229}, ""flow__G73F010_G73F000_l1"": {""snr_db"": 36.1721460431738, ""drift_frac"": 0.04240520773318709, ""resolution"": 3.670381914482192e-05, ""dropout_frac"": 0.008234943942851474}, ""vel__G73F010_G73F000_l1"": {""snr_db"": 34.60839939172771, ""drift_frac"": 0.03700510440657097, ""resolution"": 3.3501992618829733e-06, ""dropout_frac"": 0.0065482686774481595}, ""ushear__G73F010_G73F000_l1"": {""snr_db"": 35.91269751529641, ""drift_frac"": 0.03431289540904562, ""resolution"": 2.471706415718462e-07, ""dropout_frac"": 0.00744121440619109}}",runs\s1_r010.parquet
s1_r011,S1,85165024,168,G64F020_G64F010_l1,0.0,0,0,6,14.356300644570785,instant,obs_and,1.0,0.013198770339616861,0.0007652055634141137,10079,0,0,0,0,0,10079,G63F090_G63F080_l1;G64F010_G63F090_l1;G64F020_G64F010_l1;G64F030_G64F020_l1;G64F040_G64F030_l1,"{""depth__node_G64F020"": {""snr_db"": 28.0225082404424, ""drift_frac"": 0.03589075161142696, ""resolution"": 0.0012936595935924065, ""dropout_frac"": 0.005853755332870325}, ""flow__G64F010_G63F090_l1"": {""snr_db"": 31.70351965767364, ""drift_frac"": 0.014709240377570727, ""resolution"": 0.00012809897325055704, ""dropout_frac"": 0.00744121440619109}, ""vel__G64F010_G63F090_l1"": {""snr_db"": 30.473415515011766, ""drift_frac"": 0.04935432281508183, ""resolution"": 7.158475202566066e-06, ""dropout_frac"": 0.0072427820220259944}, ""ushear__G64F010_G63F090_l1"": {""snr_db"": 28.219805167354536, ""drift_frac"": 0.03134755267966664, ""resolution"": 4.656297092530513e-07, ""dropout_frac"": 0.008036511558686378}}",runs\s1_r011.parquet
