run_id,scenario,seed,duration_h,target,final_sev,ramp_min,onset_min,antecedent_dry_days,antecedent_precip_index,ramp_type,label_scheme,k_loss_max,obs_tau_depth,obs_tau_flow,n_rows,n_blk_cause,n_blk_obs_or,n_blk_obs_and,n_blk_obs_depth,n_rain_obs_and,n_normal_obs_and,sensor_conduits,realism,parquet
s4_r000,S4,135177642,120,G60F230_G60F60Y_l1,0.6890967728743657,720,935,4,15.570947064132351,gradual,obs_and,10.34545366768435,0.019391043040429393,0.0,7199,6159,138,138,138,83,6978,G60F230_G60F60Y_l1,"{""depth__node_G60F230"": {""snr_db"": 24.49346741658504, ""drift_frac"": 0.038927367660330885, ""resolution"": 0.008408145914783283, ""dropout_frac"": 0.009862480900125018}, ""flow__G60F230_G60F60Y_l1"": {""snr_db"": 22.66741398487142, ""drift_frac"": 0.03261582556631983, ""resolution"": 0.002624126824729808, ""dropout_frac"": 0.010695929990276427}, ""vel__G60F230_G60F60Y_l1"": {""snr_db"": 24.085959569147022, ""drift_frac"": 0.020693620964842965, ""resolution"": 0.00032369329629285695, ""dropout_frac"": 0.008612307264897902}, ""ushear__G60F230_G60F60Y_l1"": {""snr_db"": 37.618926038268626, ""drift_frac"": 0.02421903547557654, ""resolution"": 1.760508159438068e-05, ""dropout_frac"": 0.013751909987498263}}",runs\s4_r000.parquet
s4_r001,S4,8650587,120,G63F060_G63F040_l1,0.8888542396801824,240,1097,5,7.754519351396145,gradual,obs_and,80.94950507465765,0.0992083240196841,0.007523265459060477,7199,6074,3684,494,3684,636,6069,G63F030_G63F020_l1;G63F040_G63F030_l1;G63F060_G63F040_l1;G63F070_G63F060_l1;G63F080_G63F070_l1,"{""depth__node_G63F060"": {""snr_db"": 25.775481660402388, ""drift_frac"": 0.019386298378490364, ""resolution"": 0.02671931996682946, ""dropout_frac"": 0.007778858174746493}, ""flow__G63F040_G63F030_l1"": {""snr_db"": 26.062929307296116, ""drift_frac"": 0.04872544880065419, ""resolution"": 0.0017560093785072887, ""dropout_frac"": 0.007362133629670788}, ""vel__G63F040_G63F030_l1"": {""snr_db"": 24.49002658542554, ""drift_frac"": 0.020486274289388796, ""resolution"": 0.0001850337680171783, ""dropout_frac"": 0.007362133629670788}, ""ushear__G63F040_G63F030_l1"": {""snr_db"": 27.27339419270791, ""drift_frac"": 0.036843404195418004, ""resolution"": 1.0319688319853418e-05, ""dropout_frac"": 0.009584664536741214}}",runs\s4_r001.parquet
s4_r002,S4,253779629,144,G72F070_G72K060_l1,0.3102529499657781,480,1307,8,10.729789856546883,gradual,obs_and,2.1019399111060313,0.01,0.0030267786843019744,8639,7177,504,0,504,1400,7239,G72F061_G72K060_l1;G72F062_G72F061_l1;G72F070_G72K060_l1;G72F081_G72F080_l1;G72K060_G72F060_l1,"{""depth__node_G72F070"": {""snr_db"": 31.4150830350036, ""drift_frac"": 0.02682447464136721, ""resolution"": 0.004368885016461868, ""dropout_frac"": 0.00787128139830999}, ""flow__G72K060_G72F060_l1"": {""snr_db"": 36.27545014354004, ""drift_frac"": 0.04917823404658006, ""resolution"": 0.002705032947243278, ""dropout_frac"": 0.007639773121889107}, ""vel__G72K060_G72F060_l1"": {""snr_db"": 36.03398143316852, ""drift_frac"": 0.04001278202888118, ""resolution"": 0.0001469885252582455, ""dropout_frac"": 0.007292510707257785}, ""ushear__G72K060_G72F060_l1"": {""snr_db"": 24.88917237265688, ""drift_frac"": 0.015062410796768906, ""resolution"": 7.73581460735307e-06, ""dropout_frac"": 0.00798703553652043}}",runs\s4_r002.parquet
s4_r003,S4,1872985661,168,G71F200_G71F190_l1,0.66970086875686,720,1038,12,10.711166548838595,gradual,obs_and,9.166111527998822,0.01,0.003483576987835466,10079,8933,2801,125,2801,1003,8951,G71F200_G71F190_l1;G72F250_G72F010_l1;G72F550_G72F010_l1;G71F190_G71F180_l1,"{""depth__node_G71F200"": {""snr_db"": 35.91767626217481, ""drift_frac"": 0.02677791637209649, ""resolution"": 0.005753308882755348, ""dropout_frac"": 0.006349836293283064}, ""flow__G71F190_G71F180_l1"": {""snr_db"": 30.962170980315, ""drift_frac"": 0.0009977612139262016, ""resolution"": 0.0025296837648799008, ""dropout_frac"": 0.006349836293283064}, ""vel__G71F190_G71F180_l1"": {""snr_db"": 38.16207325237747, ""drift_frac"": 0.0040396223159014704, ""resolution"": 9.954159143981348e-05, ""dropout_frac"": 0.00605218771703542}, ""ushear__G71F190_G71F180_l1"": {""snr_db"": 26.460183024787533, ""drift_frac"": 0.04085838183924635, ""resolution"": 5.143593389091834e-06, ""dropout_frac"": 0.008731024903264212}}",runs\s4_r003.parquet
s4_r004,S4,244631416,120,G71F010_G70F070_l1,0.3899466158609797,0,1405,12,18.991635319493575,instant,obs_and,2.686979287852551,0.01,0.002416707163358848,7199,5794,405,0,405,670,6529,G70F060_G70F050_l1;G70F070_G70F060_l1;G71F010_G70F070_l1;G71F020_G71F010_l1;G71F030_G71F020_l1,"{""depth__node_G71F010"": {""snr_db"": 36.98311879609, ""drift_frac"": 0.04747908829873394, ""resolution"": 0.0036750125455977446, ""dropout_frac"": 0.010557021808584525}, ""flow__G70F070_G70F060_l1"": {""snr_db"": 28.788855656429718, ""drift_frac"": 0.03636130482803138, ""resolution"": 0.0011840661486422473, ""dropout_frac"": 0.007639949993054591}, ""vel__G70F070_G70F060_l1"": {""snr_db"": 26.474054720805263, ""drift_frac"": 0.038948922532636876, ""resolution"": 8.147160823529018e-05, ""dropout_frac"": 0.006806500902903181}, ""ushear__G70F070_G70F060_l1"": {""snr_db"": 32.526529243626726, ""drift_frac"": 0.015803770573281944, ""resolution"": 4.6487571219876405e-06, ""dropout_frac"": 0.013751909987498263}}",runs\s4_r004.parquet
s4_r005,S4,521285308,168,G63F040_G63F030_l1,0.655333527894112,480,1062,10,6.958794814092202,gradual,obs_and,8.417864334880004,0.025799334382801308,0.0049436551343639695,10079,8943,1127,98,1127,898,9083,G63F020_G63F010_l1;G63F030_G63F020_l1;G63F040_G63F030_l1;G63F060_G63F040_l1;G63F070_G63F060_l1;G63S021_G63F020_l1,"{""depth__node_G63F040"": {""snr_db"": 34.205370999076436, ""drift_frac"": 0.017396987035230505, ""resolution"": 0.02191242521935945, ""dropout_frac"": 0.0052584581803750375}, ""flow__G63F030_G63F020_l1"": {""snr_db"": 28.246142588109212, ""drift_frac"": 0.03829215578646325, ""resolution"": 0.0019538753322374557, ""dropout_frac"": 0.00744121440619109}, ""vel__G63F030_G63F020_l1"": {""snr_db"": 38.83332678505617, ""drift_frac"": 0.010761178441465243, ""resolution"": 0.00021297294080510398, ""dropout_frac"": 0.0072427820220259944}, ""ushear__G63F030_G63F020_l1"": {""snr_db"": 35.12961381138787, ""drift_frac"": 0.047251721678109045, ""resolution"": 1.1884657620699971e-05, ""dropout_frac"": 0.004365512451632106}}",runs\s4_r005.parquet
s4_r006,S4,15575661,168,G60F030_G60F020_l1,0.2640498522349456,720,1025,10,1.4271082115650202,gradual,obs_and,1.8463039819283822,0.025706002331290917,0.013839233947668582,10079,8781,180,0,180,1016,9063,G60F010_F74F445_l1;G60F020_G60F010_l1;G60F030_G60F020_l1;G60F040_G60F030_l1;G60F060_G60F040_l1,"{""depth__node_G60F030"": {""snr_db"": 33.241263971885914, ""drift_frac"": 0.0035677705289125505, ""resolution"": 0.023403147916485345, ""dropout_frac"": 0.007044349637860899}, ""flow__G60F020_G60F010_l1"": {""snr_db"": 20.07492797018813, ""drift_frac"": 0.004550915347974633, ""resolution"": 0.0024248553389154197, ""dropout_frac"": 0.0052584581803750375}, ""vel__G60F020_G60F010_l1"": {""snr_db"": 23.95544794991116, ""drift_frac"": 0.03468388458453294, ""resolution"": 0.000488595322159286, ""dropout_frac"": 0.0065482686774481595}, ""ushear__G60F020_G60F010_l1"": {""snr_db"": 31.169629582897876, ""drift_frac"": 0.028111802753640353, ""resolution"": 2.8106594379323004e-05, ""dropout_frac"": 0.00843337632701657}}",runs\s4_r006.parquet
s4_r007,S4,1398143491,144,G71F160_G71F140_l1,0.8491687685302944,720,1039,1,2.0404137623995244,gradual,obs_and,43.955927281231524,0.08378885709126811,0.020623602555474938,8639,7515,1850,368,1850,295,7976,G71F141_G71F140_l1;G71F142_G71F141_l1;G71F160_G71F140_l1;G71F171_G71F170_l1;G71F140_G71F130_l1,"{""depth__node_G71F160"": {""snr_db"": 21.308081840774726, ""drift_frac"": 0.005101034405998812, ""resolution"": 0.012898505625011648, ""dropout_frac"": 0.0090288227804144}, ""flow__G71F140_G71F130_l1"": {""snr_db"": 24.367183212436565, ""drift_frac"": 0.011852591719656125, ""resolution"": 0.005711476879585186, ""dropout_frac"": 0.007292510707257785}, ""vel__G71F140_G71F130_l1"": {""snr_db"": 24.511744755631344, ""drift_frac"": 0.016539949196300623, ""resolution"": 0.00013891832775701435, ""dropout_frac"": 0.009376085195045724}, ""ushear__G71F140_G71F130_l1"": {""snr_db"": 29.21211399917491, ""drift_frac"": 0.0019466759327310568, ""resolution"": 6.632607548291206e-06, ""dropout_frac"": 0.006134969325153374}}",runs\s4_r007.parquet
s4_r008,S4,211968524,120,G64F060_G64F040_l1,0.44138930385917263,720,921,6,17.686464290590248,gradual,obs_and,3.2046566497324833,0.04990104021580069,0.010209846572156121,7199,6114,54,0,53,1186,6013,G64F030_G64F020_l1;G64F040_G64F030_l1;G64F060_G64F040_l1;G64F070_G64F060_l1;G64F080_G64F070_l1,"{""depth__node_G64F060"": {""snr_db"": 27.924294803156698, ""drift_frac"": 0.04421616072647562, ""resolution"": 0.022687307045653516, ""dropout_frac"": 0.010418113626892624}, ""flow__G64F040_G64F030_l1"": {""snr_db"": 24.449857083160182, ""drift_frac"": 0.017880440780644997, ""resolution"": 0.0021113133975419257, ""dropout_frac"": 0.009723572718433115}, ""vel__G64F040_G64F030_l1"": {""snr_db"": 39.463802253879706, ""drift_frac"": 0.024213249185895888, ""resolution"": 0.00020384902006645577, ""dropout_frac"": 0.008056674538130295}, ""ushear__G64F040_G64F030_l1"": {""snr_db"": 25.868206280075, ""drift_frac"": 0.04835552585102136, ""resolution"": 1.1372466947837488e-05, ""dropout_frac"": 0.009029031809973607}}",runs\s4_r008.parquet
s4_r009,S4,1039580476,120,G71F140_G71F130_l1,0.6410920785116978,720,731,2,5.83148542679332,gradual,obs_and,7.763077332057443,0.04939965286196865,0.005468226250243289,7199,6355,314,53,310,965,6181,G71F121_G71F129_l1;G71F140_G71F130_l1;G71F141_G71F140_l1;G71F142_G71F141_l1;G71F350_G71F120_l1;G71F130_G71F120_l1,"{""depth__node_G71F140"": {""snr_db"": 21.802304247716762, ""drift_frac"": 0.014578713566983299, ""resolution"": 0.008246126577348713, ""dropout_frac"": 0.011946103625503543}, ""flow__G71F130_G71F120_l1"": {""snr_db"": 31.226424860707482, ""drift_frac"": 0.00458349359666303, ""resolution"": 0.003857895946194581, ""dropout_frac"": 0.008195582719822198}, ""vel__G71F130_G71F120_l1"": {""snr_db"": 28.534011842635, ""drift_frac"": 0.014469629988694188, ""resolution"": 0.016825844576218236, ""dropout_frac"": 0.008473399083206}, ""ushear__G71F130_G71F120_l1"": {""snr_db"": 34.10307206049529, ""drift_frac"": 0.03342574255022714, ""resolution"": 0.0012354002321337198, ""dropout_frac"": 0.012362828170579248}}",runs\s4_r009.parquet
