run_id,scenario,seed,duration_h,target,final_sev,ramp_min,onset_min,antecedent_dry_days,antecedent_precip_index,ramp_type,label_scheme,k_loss_max,obs_tau_depth,obs_tau_flow,n_rows,n_blk_cause,n_blk_obs_or,n_blk_obs_and,n_blk_obs_depth,n_rain_obs_and,n_normal_obs_and,sensor_conduits,realism,parquet
s5_r000,S5,221671110,72,G60F210_G60F190_l1,0.0,0,0,4,10.725460462543179,instant,obs_and,1.0,0.09526970485893467,0.0038996367500830353,4319,0,0,0,0,0,4319,G60F180_G60F170_l1;G60F190_G60F180_l1;G60F210_G60F190_l1;G63F010_G60F210_l1;G63F020_G63F010_l1,"{""depth__node_G60F210"": {""snr_db"": 25.462498699846453, ""drift_frac"": 0.02681365115635795, ""resolution"": 0.02301023907265925, ""dropout_frac"": 0.015049780041676314}, ""flow__G60F190_G60F180_l1"": {""snr_db"": 36.90164334613496, ""drift_frac"": 0.040127657174179814, ""resolution"": 0.002345270322028896, ""dropout_frac"": 0.017365130817318823}, ""vel__G60F190_G60F180_l1"": {""snr_db"": 37.260306420175326, ""drift_frac"": 0.011969698282854636, ""resolution"": 0.0004830057838952271, ""dropout_frac"": 0.013197499421162306}, ""ushear__G60F190_G60F180_l1"": {""snr_db"": 32.23742578304361, ""drift_frac"": 0.03645901572111922, ""resolution"": 2.6953451452901718e-05, ""dropout_frac"": 0.008103727714748784}}",runs\s5_r000.parquet
s5_r001,S5,725741151,48,G70F020_G70F010_l1,0.0,0,0,3,9.081968167362986,instant,obs_and,1.0,0.018883422084603467,0.0036521630032998152,2879,0,0,0,0,0,2879,G65F130_G65F120_l1;G70F010_G65F130_l1;G70F020_G70F010_l1;G70F030_G70F020_l1;G70F040_G70F030_l1;G70F100_G70F030_l1;G70S010_G70F010_l1;G70S020_G70S010_l1,"{""depth__node_G70F020"": {""snr_db"": 23.33920322956571, ""drift_frac"": 0.022704920418407465, ""resolution"": 0.0019675137268405966, ""dropout_frac"": 0.01736714136853074}, ""flow__G70F010_G65F130_l1"": {""snr_db"": 30.557625107143885, ""drift_frac"": 0.021372450408866518, ""resolution"": 0.0010788899400761961, ""dropout_frac"": 0.02084056964223689}, ""vel__G70F010_G65F130_l1"": {""snr_db"": 39.72259472423738, ""drift_frac"": 0.00474529597281278, ""resolution"": 5.0650985465389025e-05, ""dropout_frac"": 0.01076762764848906}, ""ushear__G70F010_G65F130_l1"": {""snr_db"": 24.280108361822066, ""drift_frac"": 0.00179522987134636, ""resolution"": 2.8346491571174075e-06, ""dropout_frac"": 0.022924626606460576}}",runs\s5_r001.parquet
s5_r002,S5,1772176676,48,G72F100_G72F095_l1,0.0,0,0,1,4.981267638216577,instant,obs_and,1.0,0.014049894849620229,0.0032941338757281856,2879,0,0,0,0,0,2879,G72F091_G72F095_l1;G72F092_G72F091_l1;G72F100_G72F095_l1;G72F101_G72K100_l1;G72F111_1102710_l1;G72F640_G72F090_l1;G72F095_G72F090_l1,"{""depth__node_G72F100"": {""snr_db"": 20.226907096389656, ""drift_frac"": 0.012453169095541445, ""resolution"": 0.0005912017079243854, ""dropout_frac"": 0.018409169850642584}, ""flow__G72F095_G72F090_l1"": {""snr_db"": 24.30899165649403, ""drift_frac"": 0.0026457288424502124, ""resolution"": 0.00045444364311479976, ""dropout_frac"": 0.0187565126780132}, ""vel__G72F095_G72F090_l1"": {""snr_db"": 33.08762634581268, ""drift_frac"": 0.012134022756949315, ""resolution"": 0.0003276026848270286, ""dropout_frac"": 0.01736714136853074}, ""ushear__G72F095_G72F090_l1"": {""snr_db"": 24.448663328206415, ""drift_frac"": 0.027491522171418915, ""resolution"": 1.944179818425696e-05, ""dropout_frac"": 0.01667245571378951}}",runs\s5_r002.parquet
s5_r003,S5,984611709,72,G71F200_G71F190_l1,0.0,0,0,12,2.4862199058563172,instant,obs_and,1.0,0.01,0.0033736292708885906,4319,0,0,0,0,0,4319,G71F200_G71F190_l1;G72F250_G72F010_l1;G72F550_G72F010_l1;G71F190_G71F180_l1,"{""depth__node_G71F200"": {""snr_db"": 36.687895435453605, ""drift_frac"": 0.006215549764640793, ""resolution"": 0.0009064441867970298, ""dropout_frac"": 0.014586709886547812}, ""flow__G71F190_G71F180_l1"": {""snr_db"": 30.97469414750838, ""drift_frac"": 0.02342465849578364, ""resolution"": 0.0011479867834600546, ""dropout_frac"": 0.015049780041676314}, ""vel__G71F190_G71F180_l1"": {""snr_db"": 34.10494316001291, ""drift_frac"": 0.042059892490793144, ""resolution"": 6.12323411073569e-05, ""dropout_frac"": 0.012039824033341051}, ""ushear__G71F190_G71F180_l1"": {""snr_db"": 29.674883458700787, ""drift_frac"": 0.02146081159095626, ""resolution"": 3.3230329327257046e-06, ""dropout_frac"": 0.017596665894883075}}",runs\s5_r003.parquet
s5_r004,S5,2009820272,72,G63F010_G60F210_l1,0.0,0,0,6,18.897324263768805,instant,obs_and,1.0,0.09112287447600959,0.003288728388215142,4319,0,0,0,0,0,4319,G60F190_G60F180_l1;G60F210_G60F190_l1;G63F010_G60F210_l1;G63F020_G63F010_l1;G63F030_G63F020_l1;G63S021_G63F020_l1,"{""depth__node_G63F010"": {""snr_db"": 27.392180809442742, ""drift_frac"": 0.04724331065942202, ""resolution"": 0.029123315350754218, ""dropout_frac"": 0.013197499421162306}, ""flow__G60F210_G60F190_l1"": {""snr_db"": 39.49709512603789, ""drift_frac"": 0.009367890922379935, ""resolution"": 0.0025731756322271457, ""dropout_frac"": 0.009956008335262792}, ""vel__G60F210_G60F190_l1"": {""snr_db"": 23.68770698307867, ""drift_frac"": 0.017713547920179352, ""resolution"": 0.00116122323979404, ""dropout_frac"": 0.008335262792313036}, ""ushear__G60F210_G60F190_l1"": {""snr_db"": 35.36691111339099, ""drift_frac"": 0.017448363258904104, ""resolution"": 6.480039962182762e-05, ""dropout_frac"": 0.011345218800648298}}",runs\s5_r004.parquet
s5_r005,S5,2007911922,48,G70F040_G70F030_l1,0.0,0,0,8,18.144236044467682,instant,obs_and,1.0,0.01,0.01045278364596083,2879,0,0,0,0,0,2879,G70F020_G70F010_l1;G70F030_G70F020_l1;G70F040_G70F030_l1;G70F050_G70F040_l1;G70F060_G70F050_l1;G70F100_G70F030_l1,"{""depth__node_G70F040"": {""snr_db"": 31.15299616999188, ""drift_frac"": 0.04536059011116921, ""resolution"": 0.0028387079048627396, ""dropout_frac"": 0.01528308440430705}, ""flow__G70F030_G70F020_l1"": {""snr_db"": 22.44548061593942, ""drift_frac"": 0.02693339635282906, ""resolution"": 0.0015742861475806598, ""dropout_frac"": 0.016325112886418896}, ""vel__G70F030_G70F020_l1"": {""snr_db"": 31.18601939289721, ""drift_frac"": 0.003114583188601805, ""resolution"": 9.549762381070868e-05, ""dropout_frac"": 0.022229940951719346}, ""ushear__G70F030_G70F020_l1"": {""snr_db"": 35.096956853270854, ""drift_frac"": 0.008444289440711029, ""resolution"": 5.2175287956932405e-06, ""dropout_frac"": 0.020145883987495658}}",runs\s5_r005.parquet
s5_r006,S5,526880813,48,G60F210_G60F190_l1,0.0,0,0,4,14.956950754374667,instant,obs_and,1.0,0.09435424904959039,0.0159850208698734,2879,0,0,0,0,0,2879,G60F180_G60F170_l1;G60F190_G60F180_l1;G60F210_G60F190_l1;G63F010_G60F210_l1;G63F020_G63F010_l1,"{""depth__node_G60F210"": {""snr_db"": 24.751466850355186, ""drift_frac"": 0.03739237688593667, ""resolution"": 0.01901158939107155, ""dropout_frac"": 0.020145883987495658}, ""flow__G60F190_G60F180_l1"": {""snr_db"": 23.825482421765262, ""drift_frac"": 0.022305325892923063, ""resolution"": 0.002266609760729265, ""dropout_frac"": 0.02396665508857242}, ""vel__G60F190_G60F180_l1"": {""snr_db"": 35.030248081701345, ""drift_frac"": 0.0372842113155744, ""resolution"": 0.0004668057300717115, ""dropout_frac"": 0.019798541160125045}, ""ushear__G60F190_G60F180_l1"": {""snr_db"": 37.73712172232891, ""drift_frac"": 0.03085152982509051, ""resolution"": 2.604943078510593e-05, ""dropout_frac"": 0.02327196943383119}}",runs\s5_r006.parquet
s5_r007,S5,2033292699,60,G71F06R_G71F060_l1,0.0,0,0,7,2.232223730974945,instant,obs_and,1.0,0.01,0.0024746121205883017,3599,0,0,0,0,0,3599,G71F040_G71F030_l1;G71F060_G71F040_l1;G71F06R_G71F060_l1;G71F070_G71F06R_l1;G71F265_G71F070_l2;G71F280_G71F06R_l1;G71F290_G71F280_l1,"{""depth__node_G71F06R"": {""snr_db"": 29.934215297754356, ""drift_frac"": 0.0055805593274373625, ""resolution"": 0.0016272853945260833, ""dropout_frac"": 0.018338427340928037}, ""flow__G71F060_G71F040_l1"": {""snr_db"": 31.091671907950616, ""drift_frac"": 0.036759851841847914, ""resolution"": 0.000760315304879116, ""dropout_frac"": 0.011669908307863295}, ""vel__G71F060_G71F040_l1"": {""snr_db"": 27.781399801076937, ""drift_frac"": 0.03480718384891841, ""resolution"": 0.0006031097495660193, ""dropout_frac"": 0.015559877743817728}, ""ushear__G71F060_G71F040_l1"": {""snr_db"": 23.320466316274285, ""drift_frac"": 0.004441114158315113, ""resolution"": 4.1626276115991864e-05, ""dropout_frac"": 0.015282022784106696}}",runs\s5_r007.parquet
s5_r008,S5,49380439,60,G72F110_G72K100_l1,0.0,0,0,10,6.068987469881253,instant,obs_and,1.0,0.01,0.00084862223418792,3599,0,0,0,0,0,3599,G72F101_G72K100_l1;G72F110_G72K100_l1;G72F111_1102710_l1;G72F350_G72F340_l1;G72F360_G72F350_l1;G73F000_G72F120_l1;G74F130_G72F120_l1;G72K100_G72F100_l1,"{""depth__node_G72F110"": {""snr_db"": 32.88099386715256, ""drift_frac"": 0.015172468674703133, ""resolution"": 0.0006452088672952142, ""dropout_frac"": 0.019449847179772158}, ""flow__G72K100_G72F100_l1"": {""snr_db"": 39.260795175504086, ""drift_frac"": 0.02521585302760937, ""resolution"": 0.0007119390365244406, ""dropout_frac"": 0.015282022784106696}, ""vel__G72K100_G72F100_l1"": {""snr_db"": 25.752323424194408, ""drift_frac"": 0.039296257709765144, ""resolution"": 5.5287701796873024e-05, ""dropout_frac"": 0.015004167824395665}, ""ushear__G72K100_G72F100_l1"": {""snr_db"": 30.585460210807895, ""drift_frac"": 0.019639782837441656, ""resolution"": 3.205336907230894e-06, ""dropout_frac"": 0.02389552653514865}}",runs\s5_r008.parquet
s5_r009,S5,207844878,72,G72F080_G72F070_l1,0.0,0,0,5,12.435438598983126,instant,obs_and,1.0,0.012839035343091774,0.005571810940797512,4319,0,0,0,0,0,4319,G72F061_G72K060_l1;G72F080_G72F070_l1;G72F081_G72F080_l1;G72F082_G72F081_l1;G72F640_G72F090_l1;G72F070_G72K060_l1,"{""depth__node_G72F080"": {""snr_db"": 25.77835440335391, ""drift_frac"": 0.031088596497457818, ""resolution"": 0.0011724997631073055, ""dropout_frac"": 0.015512850196804815}, ""flow__G72F070_G72K060_l1"": {""snr_db"": 23.838807189132567, ""drift_frac"": 0.008889755683608563, ""resolution"": 0.0009096866912372767, ""dropout_frac"": 0.01898587636026858}, ""vel__G72F070_G72K060_l1"": {""snr_db"": 37.49519376918816, ""drift_frac"": 0.015714777673918583, ""resolution"": 0.0001531255889311806, ""dropout_frac"": 0.01157675387821255}, ""ushear__G72F070_G72K060_l1"": {""snr_db"": 33.404109902541734, ""drift_frac"": 0.02125130779101619, ""resolution"": 8.672744107841097e-06, ""dropout_frac"": 0.012734429266033805}}",runs\s5_r009.parquet
